movie_ID,Job,Name
404733, Editor, Sophie Fourdrinoy
9387, First Assistant Director, José López Rodero
87101, Screenplay, Laeta Kalogridis
15651, Writer, Daniel G. Karslake 
10012, Production Design, Bruce Alan Miller
139933, Writer, Xan Cassavetes
4970, Casting, Marci Liroff
103, Sound Effects Editor, Gordon Davidson
9426, Art Direction, Rolf Harvey
8961, Casting, Billy Hopkins
76341, Director of Photography, John Seale
318846, Production Design, Clayton Hartley
341006, Art Direction, César Montoya
63112, Screenplay, Enrico Oldoini
35122, Costume Design, Susanna Puisto
9268, Editor, Michael Tronick
284289, Novel, Robb White
18, Original Music Composer, Eric Serra
338, Producer, Katja De Bock
16871, Additional Photography, Paul Hughen
173897, ADR Voice Casting, Joe Cappelletti
368031, Producer, Max Wiedemann
, Special Effects, Richard Stutsman
16617, Set Designer, Julian Ashby
47327, Art Direction, William Budge
300673, Hairstylist, Brenda McNally
194662, Producer, John Lesher
55534, Costume Design, Mario Davignon
402298, Director of Photography, Haris Zambarloukos
393457, Production Design, David Gropman
2321, Editor, Craig McKay
416477, Executive Producer, Jeremy Kipp Walker
1541, Art Direction, Lisa Dean
13154, Editor, Robert A. Ferretti
10796, Music Supervisor, Happy Walters
72545, Producer, Tripp Vinson
291356, Producer, Jacob Jaffke
10191, Animation, Kevin Andrus
10715, Casting, Barbara Cohen
17337, Screenplay, Libby Hinson
35, Animation, John Pomeroy
9297, Producer, Jack Rapke
381034, Executive Producer, Billy OBrien
10315, Animation, Tim Allen
13053, Visual Development, David Womersley
2062, Sculptor, Jerome Ranft
8392, Executive Producer, Yasuyoshi Tokuma
14836, Animation, Eric Leighton
44912, Supervising Art Director, François Audouy
51162, Book, A. A. Milne
10009, Producer, Chuck Williams
15947, Director, Clyde Geronimi
214756, Production Design, Stephen J. Lineweaver
12, Editor, David Ian Salter
15166, Writer, Keith Collea
7443, Storyboard, Vicky Jenson
9473, Writer, Pam Brady
128, Art Direction, Youji Takeshige
72105, Executive Producer, Jon Mone
10470, Director, Toby Genkel
533, Editor, Gregory Perler
77174, Storyboard, Michael Schlingmann
49948, Director, Paul Brizzi
378236, Storyboard Designer, Jorgen Klubien
149870, Producer, Ryoichi Fukuyama
9496, Story, Christian Sievers
12593, Animation, Edwin Aardal
170687, Additional Editing, Christopher Murrie
98566, Characters, Peter Laird
10539, Director of Photography, Pete Kozachik
16306, Director of Photography, Lubomir Rejthar
41201, Executive Producer, Jack Eberts
291270, Production Design, John Joyce
3170, Supervising Animator, Eric Larson
10895, Adaptation, Aurelius Battaglia
223046, Camera Operator, Al Schirano
49013, Supervising Animator, Dave Mullins
10380, Original Music Composer, James Horner
230179, Writer, Jalmari Helander
257344, Producer, Chris Columbus
43074, Director of Photography, Robert D. Yeoman
75258, Director, Peggy Holmes
21724, Producer, Keenen Ivory Wayans
238713, Editor, Melissa Bretherton
120467, Story, Wes Anderson
73686, Music, Antoni Lazarkiewicz
9331, Associate Producer, Lis Kern
77084, Production Manager, Anthony Katagas
38843, Gaffer, Mike Moyer
71668, Director, John Gulager
49047, Editor, Alfonso Cuarón
19101, Art Direction, Tom Duffield
497, Editor, Richard Francis-Bruce
45864, Editor, Andrew S. Eisen
38753, Set Decoration, Wilhelm Pfau
24617, Set Dressing Artist, Milton Candish
8373, Screenplay, Ehren Kruger
773, Producer, David T. Friendly
182, Costume Design, Louise Frogley
292280, Original Music Composer, Andrew Grush
152747, Costume Design, Van Broughton Ramsey
1073, Music Supervisor, Liza Richardson
277, Director of Photography, Tony Pierce-Roberts
17578, Screenplay, Edgar Wright
346672, Executive Producer, James McQuaide
38408, Executive Producer, Norm Waitt
10782, Producer, Michael Tadross
302026, Production Design, David Blanchard
34016, Screenplay, Sean Anders
227679, Producer, Yuko Shimamura
72197, Director, Jeff Newitt
3179, Screenplay, Mike Judge
314, Story, Michael Ferris
8880, Production Design, Philip Messina
9846, Costume Design, Linda M. Bass
10345, Director, Rod Daniel
127380, Editor, Axel Geddes
100241, Producer, Gary Lucchesi
157350, Director of Photography, Alwin H. Kuchler
13804, Set Decoration, Douglas A. Mowat
27579, Sound Re-Recording Mixer, Jamie Roden
293167, Makeup Department Head, Bill Corso
396398, Unit Production Manager, Lila Yacoub
672, Screenplay, Steve Kloves
36557, Art Direction, Steven Lawrence
154972, Orchestrator, Fons Merkies
310131, Casting, Jason Knight
11665, Set Decoration, Leslie E. Rollins
10190, Executive Producer, Anne Carey
8883, Editor, Søren B. Ebbe
2289, Director of Photography, John Seale
408, Screenplay, Merrill De Maris
62835, Casting, Nicolas Ronchi
240, Original Music Composer, Nino Rota
9381, Art Direction, Robert Cowper
335988, Writer, Christina Hodson
1995, Executive Producer, Stuart Baird
228165, Layout, Bob Camp
398818, Producer, Emilie Georges
37430, Set Designer, Pier Luigi Basile
62630, Music, Christian Henson
287424, Director of Photography, Lukas Ettlin
188927, Editor, Greg DAuria
10483, Producer, Paula Wagner
64215, Production Manager, Jutamas Khawchat
157336, Producer, Christopher Nolan
54138, Producer, Alex Kurtzman
158852, Foley, Teresa Eckton
190955, Editor, Hervé de Luze
12165, Set Costumer, Chapin Simpson
287084, Casting, Nancy Nayor
10057, Special Effects Supervisor, David Harris
13155, Thanks, Robert Watts
11059, Producer, Shawn Williamson
634, Screenplay, Helen Fielding
9092, Set Decoration, Peter Walpole
5176, Set Decoration, Jay Hart
1878, Art Direction, Chris Gorak
9613, Editor, Ronald Sanders
140607, Editor, Maryann Brandon
12547, Producer, Jamie Brown
11860, Makeup Artist, Peter Robb-King
666, Screenplay, João Emanuel Carneiro
1891, Producer, Howard G. Kazanjian
9008, Editor, David Rosenbloom
313369, Production Office Assistant, Owen Patry
938, Additional Writing, Sergio Donati
33, Set Decoration, Janice Blackie-Goodine
9654, Second Unit Cinematographer, Kenny Bates
618, Editor, Joseph Henabery
68818, Stunt Coordinator, Jordi Casares
152584, Production Manager, Benoît Pilot
63849, Producer, Ursula Wörner
13168, Executive Producer, Jörg Westerkamp
55562, Producer, Regina Ziegler
41225, Adaptation, Bernardino Zapponi
278774, Teleplay, Rachelle Skoretz
40807, Costume Design, Carla Hetland
11970, Screenplay, John Musker
510, Editor, Lynzee Klingman
244267, Original Music Composer, Will Bates
79528, Production Coordinator, Catherine Tambini
11210, Editor, Richard Bracken
220820, Music, Riccardo Eberspacher
38166, First Assistant Director, Robert Crippen
16687, Lighting Artist, David B. Menkes
9509, Screenplay, Brian Helgeland
376134, Co-Producer, Erika Hampson
13639, Art Direction, Tim Pannen
24021, Director, David Slade
11451, Executive Producer, Michael Fottrell
277834, Story, Ron Clements
415, Editor, Mark Stevens
356334, Director of Photography, Pasha Patriki
7364, Production Design, Allan Cameron
11774, Executive Producer, Scott Rudin
160139, Costume Design, Monika Jacobs
1578, Set Decoration, Phil Abramson
102899, Screenplay, Edgar Wright
9457, Editor, John Wright
107, Costume Design, Verity Hawkes
10590, Casting, Amanda Mackey
36668, Executive Producer, Stan Lee
306650, Art Direction, Alex Woodward
122081, Production Design, Elliott Hostetter
11169, Executive Producer, Frank Hübner
13493, Casting, Marcia Ross
8881, Line Producer, Celia D. Costas
13700, Supervising Animator, Bruce W. Smith
13205, Editor, Mark Solomon
11224, Story, Ted Sears
16508, Animation, Ray daSilva
39433, Production Design, Karen Bromley
251227, Director, Chris Riedell
9529, Casting, Jason La Padura
9644, Dialogue Editor, Harry B. Miller III
16558, Producer, Laura Bickford
31546, Costume Design, Deborah Newhall
320, Executive Producer, Kim Roth
50765, Producer, Justin Bursch
48613, Animatronic and Prosthetic Effects, Sergio Stivaletti
239566, Producer, Tate Taylor
9384, Costume Design, Louise Mingenbach
12312, Executive Producer, Chi-Li Wong
388202, Director of Photography, Brandon Cox
1985, Editor, Claire Simpson
316021, Director of Photography, Eric Koretz
410988, Producer, Peter Phok
302150, Producer, Christopher Milburn
, Executive Producer, Avram Butch Kaplan
272693, Casting, Barbara J. McCarthy
159667, Script Supervisor, Jordan Canning
23168, Costume Design, Susan Matheson
9759, Executive Producer, Toby Emmerich
9352, Editor, Roger Bondelli
437, Art Direction, Jon P. Goulding
9799, Producer, Neal H. Moritz
67660, Executive Producer, Glenn S. Gainor
51620, Screenplay, Tony Giglio
9501, Producer, Brian Yuzna
242512, Director of Photography, David Emmerichs
9532, Screenplay, Glenn Morgan
23759, Director, Neil Marshall
152745, Producer, Miles Levy
14001, Costume Design, Denise Cronenberg
10304, Editor, Louise Rubacky
13027, Visual Effects Supervisor, Jim Berney
10496, Production Design, Philip Duffin
635, Original Music Composer, Trevor Jones
218043, Director of Photography, Jack Green
169209, Casting, Paul Schnee
6312, Casting, Brigitte Moidon
86467, Supervising Art Director, Mark Raggett
8292, Production Design, Keith Brian Burns
10529, Director, Howard McCain
313922, Set Decoration, Jenelle Giordano
174316, Screenplay, Keir ODonnell
16911, Producer, Alexander Rodnyansky
9829, Executive Producer, Debra Hayward
262500, Screenplay, Mark Bomback
109424, Stunt Coordinator, Rob Inch
10054, Art Direction, Ed Vega
22881, Producer, Broderick Johnson
11258, Production Design, J. Michael Riva
49849, Producer, Ron Howard
42536, Editor, Abel Gance
13825, Costume Design, Linda Madden
13616, Screenplay, Réka Divinyi
36677, Visual Effects Editor, Dennis Michelson
